id	protected_class	xml_blob
3743178589	0	<record><id>3743178589</id><protected_class>0</protected_class></record>
8372538333	0	<record><id>8372538333</id><protected_class>0</protected_class></record>
2954230431	1	<record><id>2954230431</id><protected_class>1</protected_class></record>
4925298390	0	<record><id>4925298390</id><protected_class>0</protected_class></record>
7286185199	1	<record><id>7286185199</id><protected_class>1</protected_class></record>
8762323291	0	<record><id>8762323291</id><protected_class>0</protected_class></record>
7121593097	0	<record><id>7121593097</id><protected_class>0</protected_class></record>
4109414667	0	<record><id>4109414667</id><protected_class>0</protected_class></record>
8381482148	0	<record><id>8381482148</id><protected_class>0</protected_class></record>
8818589354	0	<record><id>8818589354</id><protected_class>0</protected_class></record>
4499428188	0	<record><id>4499428188</id><protected_class>0</protected_class></record>
1605612724	0	<record><id>1605612724</id><protected_class>0</protected_class></record>
6560499793	1	<record><id>6560499793</id><protected_class>1</protected_class></record>
2917009612	1	<record><id>2917009612</id><protected_class>1</protected_class></record>
5406622092	0	<record><id>5406622092</id><protected_class>0</protected_class></record>
8511526495	1	<record><id>8511526495</id><protected_class>1</protected_class></record>
3823414026	0	<record><id>3823414026</id><protected_class>0</protected_class></record>
9935444629	0	<record><id>9935444629</id><protected_class>0</protected_class></record>
1921409695	0	<record><id>1921409695</id><protected_class>0</protected_class></record>
1713137744	1	<record><id>1713137744</id><protected_class>1</protected_class></record>
8199334558	1	<record><id>8199334558</id><protected_class>1</protected_class></record>
1727362489	0	<record><id>1727362489</id><protected_class>0</protected_class></record>
4873503051	0	<record><id>4873503051</id><protected_class>0</protected_class></record>
8974291950	0	<record><id>8974291950</id><protected_class>0</protected_class></record>
2451931427	0	<record><id>2451931427</id><protected_class>0</protected_class></record>
1460466218	0	<record><id>1460466218</id><protected_class>0</protected_class></record>
7185977896	0	<record><id>7185977896</id><protected_class>0</protected_class></record>
6119486416	0	<record><id>6119486416</id><protected_class>0</protected_class></record>
8723249754	0	<record><id>8723249754</id><protected_class>0</protected_class></record>
8853068402	0	<record><id>8853068402</id><protected_class>0</protected_class></record>
3065889885	0	<record><id>3065889885</id><protected_class>0</protected_class></record>
8938079753	0	<record><id>8938079753</id><protected_class>0</protected_class></record>
4136119753	0	<record><id>4136119753</id><protected_class>0</protected_class></record>
5931728406	0	<record><id>5931728406</id><protected_class>0</protected_class></record>
5519513708	0	<record><id>5519513708</id><protected_class>0</protected_class></record>
1053444096	0	<record><id>1053444096</id><protected_class>0</protected_class></record>
8551185668	0	<record><id>8551185668</id><protected_class>0</protected_class></record>
7455052288	0	<record><id>7455052288</id><protected_class>0</protected_class></record>
1565290906	1	<record><id>1565290906</id><protected_class>1</protected_class></record>
8198722580	1	<record><id>8198722580</id><protected_class>1</protected_class></record>
7218140737	1	<record><id>7218140737</id><protected_class>1</protected_class></record>
3864016159	0	<record><id>3864016159</id><protected_class>0</protected_class></record>
6841368303	1	<record><id>6841368303</id><protected_class>1</protected_class></record>
2758529972	0	<record><id>2758529972</id><protected_class>0</protected_class></record>
2904573282	1	<record><id>2904573282</id><protected_class>1</protected_class></record>
2109430004	0	<record><id>2109430004</id><protected_class>0</protected_class></record>
1140518921	0	<record><id>1140518921</id><protected_class>0</protected_class></record>
5638087609	0	<record><id>5638087609</id><protected_class>0</protected_class></record>
9271832180	0	<record><id>9271832180</id><protected_class>0</protected_class></record>
3833557202	0	<record><id>3833557202</id><protected_class>0</protected_class></record>
3912209508	0	<record><id>3912209508</id><protected_class>0</protected_class></record>
1754824853	1	<record><id>1754824853</id><protected_class>1</protected_class></record>
9161933922	0	<record><id>9161933922</id><protected_class>0</protected_class></record>
6886825787	0	<record><id>6886825787</id><protected_class>0</protected_class></record>
5810990416	1	<record><id>5810990416</id><protected_class>1</protected_class></record>
8880308353	0	<record><id>8880308353</id><protected_class>0</protected_class></record>
4668252127	1	<record><id>4668252127</id><protected_class>1</protected_class></record>
4048144057	0	<record><id>4048144057</id><protected_class>0</protected_class></record>
5333277715	0	<record><id>5333277715</id><protected_class>0</protected_class></record>
3776533044	1	<record><id>3776533044</id><protected_class>1</protected_class></record>
8683490889	0	<record><id>8683490889</id><protected_class>0</protected_class></record>
8758654698	0	<record><id>8758654698</id><protected_class>0</protected_class></record>
7620966898	0	<record><id>7620966898</id><protected_class>0</protected_class></record>
8901167877	0	<record><id>8901167877</id><protected_class>0</protected_class></record>
3287762777	0	<record><id>3287762777</id><protected_class>0</protected_class></record>
4027160370	0	<record><id>4027160370</id><protected_class>0</protected_class></record>
5180655460	0	<record><id>5180655460</id><protected_class>0</protected_class></record>
9131204458	0	<record><id>9131204458</id><protected_class>0</protected_class></record>
9980386734	1	<record><id>9980386734</id><protected_class>1</protected_class></record>
1639120427	0	<record><id>1639120427</id><protected_class>0</protected_class></record>
7907119077	0	<record><id>7907119077</id><protected_class>0</protected_class></record>
8966552180	1	<record><id>8966552180</id><protected_class>1</protected_class></record>
2834947759	0	<record><id>2834947759</id><protected_class>0</protected_class></record>
3668694167	1	<record><id>3668694167</id><protected_class>1</protected_class></record>
3210949047	1	<record><id>3210949047</id><protected_class>1</protected_class></record>
6901460843	1	<record><id>6901460843</id><protected_class>1</protected_class></record>
7471182185	0	<record><id>7471182185</id><protected_class>0</protected_class></record>
4231635781	0	<record><id>4231635781</id><protected_class>0</protected_class></record>
7396718622	1	<record><id>7396718622</id><protected_class>1</protected_class></record>
9441877072	0	<record><id>9441877072</id><protected_class>0</protected_class></record>
5247291474	0	<record><id>5247291474</id><protected_class>0</protected_class></record>
1569322304	0	<record><id>1569322304</id><protected_class>0</protected_class></record>
3708668813	0	<record><id>3708668813</id><protected_class>0</protected_class></record>
6550377107	1	<record><id>6550377107</id><protected_class>1</protected_class></record>
3315693526	0	<record><id>3315693526</id><protected_class>0</protected_class></record>
6071501498	1	<record><id>6071501498</id><protected_class>1</protected_class></record>
6486579089	0	<record><id>6486579089</id><protected_class>0</protected_class></record>
3253096244	0	<record><id>3253096244</id><protected_class>0</protected_class></record>
8589398789	0	<record><id>8589398789</id><protected_class>0</protected_class></record>
3095444338	0	<record><id>3095444338</id><protected_class>0</protected_class></record>
3155315286	1	<record><id>3155315286</id><protected_class>1</protected_class></record>
3628697365	0	<record><id>3628697365</id><protected_class>0</protected_class></record>
3659603587	0	<record><id>3659603587</id><protected_class>0</protected_class></record>
3007924525	0	<record><id>3007924525</id><protected_class>0</protected_class></record>
2575426987	0	<record><id>2575426987</id><protected_class>0</protected_class></record>
8121908812	0	<record><id>8121908812</id><protected_class>0</protected_class></record>
7846343424	1	<record><id>7846343424</id><protected_class>1</protected_class></record>
4201898215	0	<record><id>4201898215</id><protected_class>0</protected_class></record>
6997043004	0	<record><id>6997043004</id><protected_class>0</protected_class></record>
9047444789	1	<record><id>9047444789</id><protected_class>1</protected_class></record>
6051443643	0	<record><id>6051443643</id><protected_class>0</protected_class></record>
9904758957	0	<record><id>9904758957</id><protected_class>0</protected_class></record>
7814911324	0	<record><id>7814911324</id><protected_class>0</protected_class></record>
6786433704	1	<record><id>6786433704</id><protected_class>1</protected_class></record>
2845726627	0	<record><id>2845726627</id><protected_class>0</protected_class></record>
7050840976	0	<record><id>7050840976</id><protected_class>0</protected_class></record>
5990160663	0	<record><id>5990160663</id><protected_class>0</protected_class></record>
6618695952	0	<record><id>6618695952</id><protected_class>0</protected_class></record>
3528593921	0	<record><id>3528593921</id><protected_class>0</protected_class></record>
7592554595	0	<record><id>7592554595</id><protected_class>0</protected_class></record>
3680387912	1	<record><id>3680387912</id><protected_class>1</protected_class></record>
7745936554	0	<record><id>7745936554</id><protected_class>0</protected_class></record>
6350240340	0	<record><id>6350240340</id><protected_class>0</protected_class></record>
8523039172	1	<record><id>8523039172</id><protected_class>1</protected_class></record>
4279848172	0	<record><id>4279848172</id><protected_class>0</protected_class></record>
6895863987	0	<record><id>6895863987</id><protected_class>0</protected_class></record>
9506487096	0	<record><id>9506487096</id><protected_class>0</protected_class></record>
1748090175	1	<record><id>1748090175</id><protected_class>1</protected_class></record>
4941799445	0	<record><id>4941799445</id><protected_class>0</protected_class></record>
8931002943	0	<record><id>8931002943</id><protected_class>0</protected_class></record>
8576000070	1	<record><id>8576000070</id><protected_class>1</protected_class></record>
3763361131	0	<record><id>3763361131</id><protected_class>0</protected_class></record>
2127004321	0	<record><id>2127004321</id><protected_class>0</protected_class></record>
9889426313	0	<record><id>9889426313</id><protected_class>0</protected_class></record>
8601951691	1	<record><id>8601951691</id><protected_class>1</protected_class></record>
6618673651	1	<record><id>6618673651</id><protected_class>1</protected_class></record>
4793948077	0	<record><id>4793948077</id><protected_class>0</protected_class></record>
8273969515	0	<record><id>8273969515</id><protected_class>0</protected_class></record>
8684556275	1	<record><id>8684556275</id><protected_class>1</protected_class></record>
8176520907	0	<record><id>8176520907</id><protected_class>0</protected_class></record>
9803035881	0	<record><id>9803035881</id><protected_class>0</protected_class></record>
9545631320	0	<record><id>9545631320</id><protected_class>0</protected_class></record>
1507548550	0	<record><id>1507548550</id><protected_class>0</protected_class></record>
2923178977	1	<record><id>2923178977</id><protected_class>1</protected_class></record>
6982122220	0	<record><id>6982122220</id><protected_class>0</protected_class></record>
6072819791	0	<record><id>6072819791</id><protected_class>0</protected_class></record>
7425491984	0	<record><id>7425491984</id><protected_class>0</protected_class></record>
6068763076	0	<record><id>6068763076</id><protected_class>0</protected_class></record>
8361564265	1	<record><id>8361564265</id><protected_class>1</protected_class></record>
1932946104	0	<record><id>1932946104</id><protected_class>0</protected_class></record>
8787459634	0	<record><id>8787459634</id><protected_class>0</protected_class></record>
9081843869	0	<record><id>9081843869</id><protected_class>0</protected_class></record>
2308447872	0	<record><id>2308447872</id><protected_class>0</protected_class></record>
9616434625	0	<record><id>9616434625</id><protected_class>0</protected_class></record>
7052835877	0	<record><id>7052835877</id><protected_class>0</protected_class></record>
3327246300	0	<record><id>3327246300</id><protected_class>0</protected_class></record>
9957027072	0	<record><id>9957027072</id><protected_class>0</protected_class></record>
9529090210	0	<record><id>9529090210</id><protected_class>0</protected_class></record>
3064832605	0	<record><id>3064832605</id><protected_class>0</protected_class></record>
1146934218	0	<record><id>1146934218</id><protected_class>0</protected_class></record>
5686930631	0	<record><id>5686930631</id><protected_class>0</protected_class></record>
7112903191	0	<record><id>7112903191</id><protected_class>0</protected_class></record>
8934212189	0	<record><id>8934212189</id><protected_class>0</protected_class></record>
1820945794	0	<record><id>1820945794</id><protected_class>0</protected_class></record>
8521156877	0	<record><id>8521156877</id><protected_class>0</protected_class></record>
3251756934	0	<record><id>3251756934</id><protected_class>0</protected_class></record>
3834317094	0	<record><id>3834317094</id><protected_class>0</protected_class></record>
2343933613	1	<record><id>2343933613</id><protected_class>1</protected_class></record>
2777428129	1	<record><id>2777428129</id><protected_class>1</protected_class></record>
6670435233	0	<record><id>6670435233</id><protected_class>0</protected_class></record>
4145626720	0	<record><id>4145626720</id><protected_class>0</protected_class></record>
6227077579	0	<record><id>6227077579</id><protected_class>0</protected_class></record>
7765936580	0	<record><id>7765936580</id><protected_class>0</protected_class></record>
6932291406	0	<record><id>6932291406</id><protected_class>0</protected_class></record>
9500962602	0	<record><id>9500962602</id><protected_class>0</protected_class></record>
8521854679	1	<record><id>8521854679</id><protected_class>1</protected_class></record>
5752374080	0	<record><id>5752374080</id><protected_class>0</protected_class></record>
8843977442	0	<record><id>8843977442</id><protected_class>0</protected_class></record>
8724861696	0	<record><id>8724861696</id><protected_class>0</protected_class></record>
7541729995	0	<record><id>7541729995</id><protected_class>0</protected_class></record>
4487107724	0	<record><id>4487107724</id><protected_class>0</protected_class></record>
6473474979	0	<record><id>6473474979</id><protected_class>0</protected_class></record>
7845542310	0	<record><id>7845542310</id><protected_class>0</protected_class></record>
6726853036	0	<record><id>6726853036</id><protected_class>0</protected_class></record>
5151120765	0	<record><id>5151120765</id><protected_class>0</protected_class></record>
7392487800	1	<record><id>7392487800</id><protected_class>1</protected_class></record>
9636471063	0	<record><id>9636471063</id><protected_class>0</protected_class></record>
8937616385	0	<record><id>8937616385</id><protected_class>0</protected_class></record>
2487421046	1	<record><id>2487421046</id><protected_class>1</protected_class></record>
7161757701	0	<record><id>7161757701</id><protected_class>0</protected_class></record>
2844413201	1	<record><id>2844413201</id><protected_class>1</protected_class></record>
1665741373	0	<record><id>1665741373</id><protected_class>0</protected_class></record>
6286462936	0	<record><id>6286462936</id><protected_class>0</protected_class></record>
9383991435	0	<record><id>9383991435</id><protected_class>0</protected_class></record>
2464756876	0	<record><id>2464756876</id><protected_class>0</protected_class></record>
8620809987	0	<record><id>8620809987</id><protected_class>0</protected_class></record>
7086427675	0	<record><id>7086427675</id><protected_class>0</protected_class></record>
9577574048	0	<record><id>9577574048</id><protected_class>0</protected_class></record>
7699300532	0	<record><id>7699300532</id><protected_class>0</protected_class></record>
7686962888	0	<record><id>7686962888</id><protected_class>0</protected_class></record>
6868952155	0	<record><id>6868952155</id><protected_class>0</protected_class></record>
7534980975	1	<record><id>7534980975</id><protected_class>1</protected_class></record>
1489594312	0	<record><id>1489594312</id><protected_class>0</protected_class></record>
1360620474	0	<record><id>1360620474</id><protected_class>0</protected_class></record>
2581703393	0	<record><id>2581703393</id><protected_class>0</protected_class></record>
9075393973	1	<record><id>9075393973</id><protected_class>1</protected_class></record>
2343895176	0	<record><id>2343895176</id><protected_class>0</protected_class></record>
6287117745	0	<record><id>6287117745</id><protected_class>0</protected_class></record>
1432071500	0	<record><id>1432071500</id><protected_class>0</protected_class></record>
8101340889	0	<record><id>8101340889</id><protected_class>0</protected_class></record>
2752887517	0	<record><id>2752887517</id><protected_class>0</protected_class></record>
3895173808	0	<record><id>3895173808</id><protected_class>0</protected_class></record>
4864908983	0	<record><id>4864908983</id><protected_class>0</protected_class></record>
8254717369	0	<record><id>8254717369</id><protected_class>0</protected_class></record>
9069437030	1	<record><id>9069437030</id><protected_class>1</protected_class></record>
3949353706	0	<record><id>3949353706</id><protected_class>0</protected_class></record>
8065194961	0	<record><id>8065194961</id><protected_class>0</protected_class></record>
4214576473	0	<record><id>4214576473</id><protected_class>0</protected_class></record>
7150322300	1	<record><id>7150322300</id><protected_class>1</protected_class></record>
9079957452	0	<record><id>9079957452</id><protected_class>0</protected_class></record>
6407417841	0	<record><id>6407417841</id><protected_class>0</protected_class></record>
8037236942	0	<record><id>8037236942</id><protected_class>0</protected_class></record>
1466556445	1	<record><id>1466556445</id><protected_class>1</protected_class></record>
7747821604	1	<record><id>7747821604</id><protected_class>1</protected_class></record>
4514710629	0	<record><id>4514710629</id><protected_class>0</protected_class></record>
9769990984	0	<record><id>9769990984</id><protected_class>0</protected_class></record>
1989453170	0	<record><id>1989453170</id><protected_class>0</protected_class></record>
4520207131	0	<record><id>4520207131</id><protected_class>0</protected_class></record>
1727490750	1	<record><id>1727490750</id><protected_class>1</protected_class></record>
1268841865	1	<record><id>1268841865</id><protected_class>1</protected_class></record>
2829502827	0	<record><id>2829502827</id><protected_class>0</protected_class></record>
4619343230	0	<record><id>4619343230</id><protected_class>0</protected_class></record>
4826431298	0	<record><id>4826431298</id><protected_class>0</protected_class></record>
7834530634	0	<record><id>7834530634</id><protected_class>0</protected_class></record>
9852597418	1	<record><id>9852597418</id><protected_class>1</protected_class></record>
8714526589	0	<record><id>8714526589</id><protected_class>0</protected_class></record>
3859352669	0	<record><id>3859352669</id><protected_class>0</protected_class></record>
3894195852	0	<record><id>3894195852</id><protected_class>0</protected_class></record>
5620140872	1	<record><id>5620140872</id><protected_class>1</protected_class></record>
7839338334	0	<record><id>7839338334</id><protected_class>0</protected_class></record>
5431393053	1	<record><id>5431393053</id><protected_class>1</protected_class></record>
4164775222	0	<record><id>4164775222</id><protected_class>0</protected_class></record>
1094854791	0	<record><id>1094854791</id><protected_class>0</protected_class></record>
9156409688	0	<record><id>9156409688</id><protected_class>0</protected_class></record>
3213004966	0	<record><id>3213004966</id><protected_class>0</protected_class></record>
1047451714	0	<record><id>1047451714</id><protected_class>0</protected_class></record>
7822679354	0	<record><id>7822679354</id><protected_class>0</protected_class></record>
3105508093	0	<record><id>3105508093</id><protected_class>0</protected_class></record>
1914419062	0	<record><id>1914419062</id><protected_class>0</protected_class></record>
8084564605	0	<record><id>8084564605</id><protected_class>0</protected_class></record>
7828045905	0	<record><id>7828045905</id><protected_class>0</protected_class></record>
2915689229	1	<record><id>2915689229</id><protected_class>1</protected_class></record>
2744750515	0	<record><id>2744750515</id><protected_class>0</protected_class></record>
9823004753	0	<record><id>9823004753</id><protected_class>0</protected_class></record>
5616399490	0	<record><id>5616399490</id><protected_class>0</protected_class></record>
7598861275	0	<record><id>7598861275</id><protected_class>0</protected_class></record>
2921804986	1	<record><id>2921804986</id><protected_class>1</protected_class></record>
2259741250	0	<record><id>2259741250</id><protected_class>0</protected_class></record>
3614859910	0	<record><id>3614859910</id><protected_class>0</protected_class></record>
7449912283	0	<record><id>7449912283</id><protected_class>0</protected_class></record>
8733098421	0	<record><id>8733098421</id><protected_class>0</protected_class></record>
4794115260	0	<record><id>4794115260</id><protected_class>0</protected_class></record>
2631976656	0	<record><id>2631976656</id><protected_class>0</protected_class></record>
7953453151	0	<record><id>7953453151</id><protected_class>0</protected_class></record>
8607934673	1	<record><id>8607934673</id><protected_class>1</protected_class></record>
3161735718	1	<record><id>3161735718</id><protected_class>1</protected_class></record>
6229884086	0	<record><id>6229884086</id><protected_class>0</protected_class></record>
6796118895	0	<record><id>6796118895</id><protected_class>0</protected_class></record>
5144918180	0	<record><id>5144918180</id><protected_class>0</protected_class></record>
9409356453	0	<record><id>9409356453</id><protected_class>0</protected_class></record>
3797933435	0	<record><id>3797933435</id><protected_class>0</protected_class></record>
3505192883	0	<record><id>3505192883</id><protected_class>0</protected_class></record>
1906941342	1	<record><id>1906941342</id><protected_class>1</protected_class></record>
8914183839	0	<record><id>8914183839</id><protected_class>0</protected_class></record>
4570433162	0	<record><id>4570433162</id><protected_class>0</protected_class></record>
7091861713	0	<record><id>7091861713</id><protected_class>0</protected_class></record>
1633137637	0	<record><id>1633137637</id><protected_class>0</protected_class></record>
7894128818	0	<record><id>7894128818</id><protected_class>0</protected_class></record>
3998904115	0	<record><id>3998904115</id><protected_class>0</protected_class></record>
1300013161	0	<record><id>1300013161</id><protected_class>0</protected_class></record>
5173475256	1	<record><id>5173475256</id><protected_class>1</protected_class></record>
2107415969	0	<record><id>2107415969</id><protected_class>0</protected_class></record>
2818441130	0	<record><id>2818441130</id><protected_class>0</protected_class></record>
3930887453	1	<record><id>3930887453</id><protected_class>1</protected_class></record>
6646205130	0	<record><id>6646205130</id><protected_class>0</protected_class></record>
4123144523	0	<record><id>4123144523</id><protected_class>0</protected_class></record>
8915607311	0	<record><id>8915607311</id><protected_class>0</protected_class></record>
5146252231	0	<record><id>5146252231</id><protected_class>0</protected_class></record>
7476747713	1	<record><id>7476747713</id><protected_class>1</protected_class></record>
2342579295	0	<record><id>2342579295</id><protected_class>0</protected_class></record>
4068070169	0	<record><id>4068070169</id><protected_class>0</protected_class></record>
3852138039	0	<record><id>3852138039</id><protected_class>0</protected_class></record>
7030062960	0	<record><id>7030062960</id><protected_class>0</protected_class></record>
9359980344	0	<record><id>9359980344</id><protected_class>0</protected_class></record>
5761087425	0	<record><id>5761087425</id><protected_class>0</protected_class></record>
1770123247	0	<record><id>1770123247</id><protected_class>0</protected_class></record>
6534494331	0	<record><id>6534494331</id><protected_class>0</protected_class></record>
2059993004	0	<record><id>2059993004</id><protected_class>0</protected_class></record>
2649051652	0	<record><id>2649051652</id><protected_class>0</protected_class></record>
4170872414	1	<record><id>4170872414</id><protected_class>1</protected_class></record>
9188546781	0	<record><id>9188546781</id><protected_class>0</protected_class></record>
2161473252	1	<record><id>2161473252</id><protected_class>1</protected_class></record>
1758509180	0	<record><id>1758509180</id><protected_class>0</protected_class></record>
2007941088	0	<record><id>2007941088</id><protected_class>0</protected_class></record>
2404568431	0	<record><id>2404568431</id><protected_class>0</protected_class></record>
9715023534	1	<record><id>9715023534</id><protected_class>1</protected_class></record>
1530223882	1	<record><id>1530223882</id><protected_class>1</protected_class></record>
4855394888	0	<record><id>4855394888</id><protected_class>0</protected_class></record>
6261701487	0	<record><id>6261701487</id><protected_class>0</protected_class></record>
7628990114	0	<record><id>7628990114</id><protected_class>0</protected_class></record>
8361605119	1	<record><id>8361605119</id><protected_class>1</protected_class></record>
8223714307	0	<record><id>8223714307</id><protected_class>0</protected_class></record>
4033000313	0	<record><id>4033000313</id><protected_class>0</protected_class></record>
1731019826	0	<record><id>1731019826</id><protected_class>0</protected_class></record>
5515231559	0	<record><id>5515231559</id><protected_class>0</protected_class></record>
2558802829	1	<record><id>2558802829</id><protected_class>1</protected_class></record>
8967916536	0	<record><id>8967916536</id><protected_class>0</protected_class></record>
5224499188	0	<record><id>5224499188</id><protected_class>0</protected_class></record>
3651373093	1	<record><id>3651373093</id><protected_class>1</protected_class></record>
1261429093	0	<record><id>1261429093</id><protected_class>0</protected_class></record>
2492916007	0	<record><id>2492916007</id><protected_class>0</protected_class></record>
8261699941	1	<record><id>8261699941</id><protected_class>1</protected_class></record>
1759007447	0	<record><id>1759007447</id><protected_class>0</protected_class></record>
2894100667	0	<record><id>2894100667</id><protected_class>0</protected_class></record>
5927673425	0	<record><id>5927673425</id><protected_class>0</protected_class></record>
1676671213	1	<record><id>1676671213</id><protected_class>1</protected_class></record>
1433096970	0	<record><id>1433096970</id><protected_class>0</protected_class></record>
5937500619	0	<record><id>5937500619</id><protected_class>0</protected_class></record>
2100005057	1	<record><id>2100005057</id><protected_class>1</protected_class></record>
2702479993	0	<record><id>2702479993</id><protected_class>0</protected_class></record>
3830616900	0	<record><id>3830616900</id><protected_class>0</protected_class></record>
3715255160	1	<record><id>3715255160</id><protected_class>1</protected_class></record>
5391405625	0	<record><id>5391405625</id><protected_class>0</protected_class></record>
1910559811	0	<record><id>1910559811</id><protected_class>0</protected_class></record>
8498834402	1	<record><id>8498834402</id><protected_class>1</protected_class></record>
9205681618	1	<record><id>9205681618</id><protected_class>1</protected_class></record>
9846705349	0	<record><id>9846705349</id><protected_class>0</protected_class></record>
9470030531	0	<record><id>9470030531</id><protected_class>0</protected_class></record>
8451111843	1	<record><id>8451111843</id><protected_class>1</protected_class></record>
9044217462	1	<record><id>9044217462</id><protected_class>1</protected_class></record>
6004459978	0	<record><id>6004459978</id><protected_class>0</protected_class></record>
8403008917	1	<record><id>8403008917</id><protected_class>1</protected_class></record>
6651801228	0	<record><id>6651801228</id><protected_class>0</protected_class></record>
1982115090	0	<record><id>1982115090</id><protected_class>0</protected_class></record>
1838121908	0	<record><id>1838121908</id><protected_class>0</protected_class></record>
1748873856	0	<record><id>1748873856</id><protected_class>0</protected_class></record>
9985232533	0	<record><id>9985232533</id><protected_class>0</protected_class></record>
9327819761	1	<record><id>9327819761</id><protected_class>1</protected_class></record>
9188444473	0	<record><id>9188444473</id><protected_class>0</protected_class></record>
2659494483	0	<record><id>2659494483</id><protected_class>0</protected_class></record>
2468055417	0	<record><id>2468055417</id><protected_class>0</protected_class></record>
7170760827	0	<record><id>7170760827</id><protected_class>0</protected_class></record>
8982140118	0	<record><id>8982140118</id><protected_class>0</protected_class></record>
7700039730	0	<record><id>7700039730</id><protected_class>0</protected_class></record>
6383446385	0	<record><id>6383446385</id><protected_class>0</protected_class></record>
1486550221	0	<record><id>1486550221</id><protected_class>0</protected_class></record>
6231593132	0	<record><id>6231593132</id><protected_class>0</protected_class></record>
7900831404	1	<record><id>7900831404</id><protected_class>1</protected_class></record>
1071253393	0	<record><id>1071253393</id><protected_class>0</protected_class></record>
5388283638	0	<record><id>5388283638</id><protected_class>0</protected_class></record>
6976528463	0	<record><id>6976528463</id><protected_class>0</protected_class></record>
8152078269	0	<record><id>8152078269</id><protected_class>0</protected_class></record>
8115204167	1	<record><id>8115204167</id><protected_class>1</protected_class></record>
9186940934	0	<record><id>9186940934</id><protected_class>0</protected_class></record>
4960856377	0	<record><id>4960856377</id><protected_class>0</protected_class></record>
2582227265	0	<record><id>2582227265</id><protected_class>0</protected_class></record>
6893888611	0	<record><id>6893888611</id><protected_class>0</protected_class></record>
4630463334	0	<record><id>4630463334</id><protected_class>0</protected_class></record>
6340069767	0	<record><id>6340069767</id><protected_class>0</protected_class></record>
9746122318	0	<record><id>9746122318</id><protected_class>0</protected_class></record>
3685589029	0	<record><id>3685589029</id><protected_class>0</protected_class></record>
8046373276	0	<record><id>8046373276</id><protected_class>0</protected_class></record>
6286454520	0	<record><id>6286454520</id><protected_class>0</protected_class></record>
2678094239	0	<record><id>2678094239</id><protected_class>0</protected_class></record>
4703053754	0	<record><id>4703053754</id><protected_class>0</protected_class></record>
5838262276	0	<record><id>5838262276</id><protected_class>0</protected_class></record>
4527830935	0	<record><id>4527830935</id><protected_class>0</protected_class></record>
7299237077	0	<record><id>7299237077</id><protected_class>0</protected_class></record>
8313774263	0	<record><id>8313774263</id><protected_class>0</protected_class></record>
5476527853	0	<record><id>5476527853</id><protected_class>0</protected_class></record>
6861714930	0	<record><id>6861714930</id><protected_class>0</protected_class></record>
5896861260	0	<record><id>5896861260</id><protected_class>0</protected_class></record>
1248151273	1	<record><id>1248151273</id><protected_class>1</protected_class></record>
9463914629	1	<record><id>9463914629</id><protected_class>1</protected_class></record>
5696305730	1	<record><id>5696305730</id><protected_class>1</protected_class></record>
7351150088	0	<record><id>7351150088</id><protected_class>0</protected_class></record>
3461930313	0	<record><id>3461930313</id><protected_class>0</protected_class></record>
5994155580	1	<record><id>5994155580</id><protected_class>1</protected_class></record>
5388959529	0	<record><id>5388959529</id><protected_class>0</protected_class></record>
3972437650	0	<record><id>3972437650</id><protected_class>0</protected_class></record>
7671104342	0	<record><id>7671104342</id><protected_class>0</protected_class></record>
8554891175	0	<record><id>8554891175</id><protected_class>0</protected_class></record>
4168949775	0	<record><id>4168949775</id><protected_class>0</protected_class></record>
8232990674	0	<record><id>8232990674</id><protected_class>0</protected_class></record>
5775995250	0	<record><id>5775995250</id><protected_class>0</protected_class></record>
1025569083	0	<record><id>1025569083</id><protected_class>0</protected_class></record>
4131514505	1	<record><id>4131514505</id><protected_class>1</protected_class></record>
5039234541	0	<record><id>5039234541</id><protected_class>0</protected_class></record>
8366259243	0	<record><id>8366259243</id><protected_class>0</protected_class></record>
4285002747	0	<record><id>4285002747</id><protected_class>0</protected_class></record>
8545879456	0	<record><id>8545879456</id><protected_class>0</protected_class></record>
2073688428	0	<record><id>2073688428</id><protected_class>0</protected_class></record>
2708329369	1	<record><id>2708329369</id><protected_class>1</protected_class></record>
2189951006	0	<record><id>2189951006</id><protected_class>0</protected_class></record>
1849865876	0	<record><id>1849865876</id><protected_class>0</protected_class></record>
3193724406	0	<record><id>3193724406</id><protected_class>0</protected_class></record>
4466892908	1	<record><id>4466892908</id><protected_class>1</protected_class></record>
3242638001	1	<record><id>3242638001</id><protected_class>1</protected_class></record>
1294287683	0	<record><id>1294287683</id><protected_class>0</protected_class></record>
5117285927	0	<record><id>5117285927</id><protected_class>0</protected_class></record>
3407295168	0	<record><id>3407295168</id><protected_class>0</protected_class></record>
8300031679	0	<record><id>8300031679</id><protected_class>0</protected_class></record>
6752450724	0	<record><id>6752450724</id><protected_class>0</protected_class></record>
8881231436	0	<record><id>8881231436</id><protected_class>0</protected_class></record>
5304468110	0	<record><id>5304468110</id><protected_class>0</protected_class></record>
2362013413	1	<record><id>2362013413</id><protected_class>1</protected_class></record>
7273486578	1	<record><id>7273486578</id><protected_class>1</protected_class></record>
9185526916	0	<record><id>9185526916</id><protected_class>0</protected_class></record>
9414223027	0	<record><id>9414223027</id><protected_class>0</protected_class></record>
6652456530	0	<record><id>6652456530</id><protected_class>0</protected_class></record>
5343299735	0	<record><id>5343299735</id><protected_class>0</protected_class></record>
